name,Library_01,Library_02,Library_03,Library_04,Library_05,Library_06,Library_07,Library_08,Library_09,Library_10,Library_11,Library_12,Library_13,Library_14,Library_15,Library_16,Library_17,Library_18,Library_19,Library_20,Library_21,Library_22,Library_23,Library_24,Library_25,Library_26,Library_27,Library_28,Library_29,Library_30,Library_31,Library_32,Library_33,Library_34,Library_35,Library_36,Library_38,Library_39,Library_40
ENSRNOT00000053169.1-ENSRNOG00000035046.1:rRNA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOT00000053226.3-ENSRNOG00000035103.3:rRNA,9.0,9.0,5.0,38.0,69.0,6.0,75.0,64.0,10.0,7.0,9.0,27.0,5.0,104.0,83.0,40.0,7.0,5.0,58.0,15.0,125.0,184.0,10.0,2.0,4.0,7.0,17.0,30.0,138.0,73.0,64.0,176.0,0.0,6.0,41.0,18.0,167.0,48.0,24.0
ENSRNOT00000053294.1-ENSRNOG00000035171.1:rRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOT00000053353.3-ENSRNOG00000048135.2:rRNA,2.0,5.0,1.0,20.0,28.0,1.0,28.0,29.0,5.0,1.0,4.0,10.0,1.0,28.0,35.0,13.0,4.0,2.0,24.0,3.0,48.0,70.0,3.0,1.0,1.0,2.0,6.0,13.0,55.0,32.0,18.0,83.0,0.0,2.0,17.0,5.0,73.0,24.0,9.0
ENSRNOT00000053366.1-ENSRNOG00000035243.1:rRNA,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,11.0,2.0,2.0
ENSRNOT00000053446.1-ENSRNOG00000035323.1:rRNA,1.0,1.0,0.0,2.0,2.0,4.0,5.0,9.0,0.0,0.0,3.0,2.0,0.0,7.0,9.0,5.0,2.0,0.0,3.0,0.0,8.0,9.0,2.0,0.0,0.0,1.0,1.0,2.0,8.0,2.0,4.0,12.0,0.0,0.0,1.0,0.0,28.0,3.0,2.0
ENSRNOT00000053449.3-ENSRNOG00000055727.1:rRNA,8.0,5.0,5.0,27.0,67.0,1.0,64.0,53.0,10.0,7.0,8.0,24.0,5.0,98.0,72.0,40.0,5.0,2.0,57.0,15.0,122.0,162.0,9.0,2.0,3.0,7.0,15.0,23.0,124.0,63.0,61.0,158.0,0.0,6.0,40.0,16.0,148.0,48.0,21.0
ENSRNOT00000053480.1-ENSRNOG00000035357.1:rRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOT00000053593.2-ENSRNOG00000035470.2:miRNA,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000054049.1-ENSRNOG00000035926.1:rRNA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOT00000054080.1-ENSRNOG00000035957.1:rRNA,1.0,1.0,1.0,3.0,3.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,0.0,14.0,7.0,5.0,0.0,0.0,3.0,1.0,7.0,19.0,0.0,0.0,0.0,0.0,3.0,1.0,10.0,2.0,5.0,8.0,0.0,1.0,2.0,3.0,5.0,2.0,2.0
ENSRNOT00000054649.3-ENSRNOG00000060018.1:rRNA,9.0,6.0,5.0,29.0,63.0,7.0,68.0,62.0,9.0,7.0,12.0,26.0,4.0,103.0,77.0,42.0,7.0,3.0,60.0,15.0,132.0,171.0,10.0,2.0,3.0,8.0,17.0,25.0,131.0,67.0,65.0,169.0,0.0,6.0,42.0,15.0,188.0,49.0,25.0
ENSRNOT00000057567.3-ENSRNOG00000037886.4:pseudogene,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000060194.4-ENSRNOG00000045877.2:processed_transcript,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
ENSRNOT00000062639.2-ENSRNOG00000048338.1:rRNA,1.0,6.0,0.0,13.0,4.0,7.0,7.0,18.0,1.0,0.0,6.0,7.0,1.0,14.0,18.0,6.0,5.0,2.0,6.0,1.0,15.0,25.0,2.0,0.0,0.0,5.0,4.0,7.0,22.0,15.0,6.0,24.0,0.0,1.0,3.0,2.0,47.0,4.0,5.0
ENSRNOT00000063478.1-ENSRNOG00000041725.1:rRNA,5.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
ENSRNOT00000063598.1-ENSRNOG00000041845.1:rRNA,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,11.0,2.0,2.0
ENSRNOT00000063861.3-ENSRNOG00000007733.8:processed_transcript,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000069133.1-ENSRNOG00000043866.1:Mt_rRNA,617772.0,635803.0,395887.0,738044.0,233656.0,222275.0,56835.0,177757.0,995521.0,485938.0,552767.0,450017.0,642877.0,204851.0,276978.0,377626.0,1003957.0,411579.0,374974.0,163719.0,592193.0,170716.0,26784.0,5993.0,1273413.0,325038.0,866229.0,1530506.0,768538.0,468250.0,178914.0,134720.0,36194.0,448946.0,435243.0,257702.0,120978.0,91828.0,123256.0
ENSRNOT00000069467.1-ENSRNOG00000044200.1:rRNA,8.0,5.0,5.0,26.0,59.0,1.0,62.0,49.0,8.0,6.0,7.0,23.0,4.0,91.0,64.0,37.0,5.0,2.0,55.0,15.0,119.0,153.0,9.0,2.0,3.0,7.0,15.0,22.0,118.0,62.0,59.0,152.0,0.0,5.0,39.0,15.0,144.0,46.0,21.0
ENSRNOT00000069841.1-ENSRNOG00000044574.1:rRNA,3.0,2.0,0.0,5.0,7.0,9.0,70.0,36.0,1.0,0.0,12.0,5.0,1.0,28.0,52.0,15.0,7.0,0.0,7.0,1.0,29.0,50.0,5.0,1.0,3.0,7.0,3.0,7.0,36.0,10.0,27.0,50.0,0.0,1.0,4.0,3.0,146.0,8.0,18.0
ENSRNOT00000070269.1-ENSRNOG00000045002.1:rRNA,3.0,2.0,0.0,5.0,7.0,9.0,70.0,36.0,1.0,0.0,12.0,5.0,1.0,28.0,52.0,17.0,7.0,0.0,7.0,1.0,22.0,50.0,5.0,1.0,3.0,6.0,3.0,7.0,36.0,10.0,27.0,50.0,2.0,1.0,4.0,3.0,138.0,8.0,18.0
ENSRNOT00000070337.1-ENSRNOG00000045070.1:rRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000070449.1-ENSRNOG00000045182.1:rRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000070760.1-ENSRNOG00000045493.1:rRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSRNOT00000070845.1-ENSRNOG00000046539.1:miRNA,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000070927.1-ENSRNOG00000047717.1:miRNA,2.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSRNOT00000071013.1-ENSRNOG00000045887.1:miRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000071067.2-ENSRNOG00000046171.3:processed_transcript,13.0,23.0,26.0,111.0,392.0,0.0,349.0,490.0,62.0,11.0,12.0,198.0,11.0,634.0,653.0,395.0,15.0,4.0,316.0,99.0,332.0,500.0,49.0,10.0,7.0,7.0,63.0,65.0,624.0,238.0,221.0,952.0,2.0,5.0,80.0,43.0,198.0,237.0,125.0
ENSRNOT00000071304.1-ENSRNOG00000047495.1:miRNA,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
ENSRNOT00000071478.1-ENSRNOG00000046615.1:miRNA,5.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0,3.0,6.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
ENSRNOT00000071767.1-ENSRNOG00000048558.1:miRNA,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
ENSRNOT00000071789.1-ENSRNOG00000050026.1:miRNA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000072008.1-ENSRNOG00000049638.1:miRNA,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ENSRNOT00000072041.1-ENSRNOG00000046556.1:miRNA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000072376.1-ENSRNOG00000048912.1:miRNA,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
ENSRNOT00000072417.1-ENSRNOG00000049449.1:rRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000072497.2-ENSRNOG00000055067.1:rRNA,13.0,12.0,5.0,43.0,77.0,29.0,179.0,117.0,11.0,7.0,31.0,33.0,9.0,137.0,159.0,60.0,15.0,6.0,68.0,17.0,156.0,245.0,16.0,3.0,10.0,16.0,22.0,46.0,189.0,85.0,99.0,239.0,0.0,8.0,46.0,21.0,394.0,57.0,51.0
ENSRNOT00000072503.1-ENSRNOG00000047998.1:miRNA,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
ENSRNOT00000072504.1-ENSRNOG00000047167.1:miRNA,5.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0,3.0,6.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
ENSRNOT00000072600.1-ENSRNOG00000047395.1:miRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000072887.1-ENSRNOG00000050540.1:miRNA,5.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0,3.0,6.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
ENSRNOT00000073047.1-ENSRNOG00000049423.1:miRNA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000073057.1-ENSRNOG00000050077.1:miRNA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000073261.1-ENSRNOG00000050259.1:rRNA,8.0,5.0,5.0,26.0,60.0,1.0,64.0,50.0,8.0,6.0,7.0,23.0,4.0,91.0,66.0,38.0,5.0,3.0,57.0,15.0,121.0,156.0,9.0,2.0,3.0,7.0,15.0,23.0,121.0,64.0,62.0,154.0,0.0,6.0,39.0,15.0,158.0,46.0,22.0
ENSRNOT00000073411.1-ENSRNOG00000049278.1:miRNA,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000073420.1-ENSRNOG00000048514.1:miRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000073490.1-ENSRNOG00000048697.1:miRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000073510.1-ENSRNOG00000046194.1:miRNA,4.0,1.0,2.0,14.0,94.0,2.0,235.0,129.0,1.0,0.0,23.0,18.0,3.0,284.0,254.0,84.0,6.0,0.0,59.0,22.0,76.0,283.0,18.0,6.0,4.0,7.0,8.0,8.0,103.0,18.0,215.0,486.0,0.0,0.0,9.0,17.0,834.0,88.0,42.0
ENSRNOT00000073815.2-ENSRNOG00000050589.2:rRNA,8.0,5.0,5.0,26.0,60.0,1.0,63.0,50.0,8.0,6.0,7.0,23.0,4.0,91.0,66.0,37.0,5.0,2.0,56.0,15.0,121.0,155.0,9.0,2.0,3.0,7.0,15.0,22.0,119.0,63.0,60.0,153.0,0.0,6.0,39.0,15.0,155.0,46.0,21.0
ENSRNOT00000073869.1-ENSRNOG00000046363.1:miRNA,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
ENSRNOT00000074302.1-ENSRNOG00000046738.1:miRNA,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOT00000074337.1-ENSRNOG00000046586.1:miRNA,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
