name,Library_01,Library_02,Library_03,Library_04,Library_05,Library_06,Library_07,Library_08,Library_09,Library_10,Library_11,Library_12,Library_13,Library_14,Library_15,Library_16,Library_17,Library_18,Library_19,Library_20,Library_21,Library_22,Library_23,Library_24,Library_25,Library_26,Library_27,Library_28,Library_29,Library_30,Library_31,Library_32,Library_33,Library_34,Library_35,Library_36,Library_38,Library_39,Library_40
Rattus_norvegicus_chr1.trna1937-SeC(e)TCA:tRNA,147980.0,201083.0,101368.0,257877.0,180032.0,250784.0,53401.0,168576.0,223907.0,145062.0,350768.0,198115.0,127063.0,165584.0,252577.0,134470.0,257310.0,124340.0,190201.0,55172.0,234019.0,196145.0,39212.0,3693.0,244682.0,161090.0,215027.0,279290.0,338641.0,212449.0,115551.0,192572.0,14862.0,110764.0,190991.0,52259.0,502562.0,74656.0,79950.0
Rattus_norvegicus_chr1.trna2353-IleTAT:tRNA,580.0,378.0,373.0,554.0,458.0,409.0,124.0,296.0,655.0,802.0,900.0,618.0,120.0,337.0,422.0,468.0,219.0,389.0,320.0,138.0,245.0,184.0,203.0,4.0,235.0,477.0,392.0,363.0,382.0,361.0,223.0,568.0,75.0,332.0,942.0,82.0,1482.0,252.0,140.0
Rattus_norvegicus_chr1.trna3402-GluTTC:tRNA,26644.0,52611.0,22793.0,42817.0,53067.0,91535.0,18407.0,43811.0,37954.0,34618.0,72862.0,41483.0,22885.0,42143.0,57887.0,46279.0,59107.0,26369.0,35867.0,13387.0,49262.0,32842.0,8273.0,855.0,45076.0,24511.0,40262.0,74693.0,78615.0,35384.0,26018.0,55687.0,3337.0,30540.0,49916.0,14942.0,96699.0,19773.0,20356.0
Rattus_norvegicus_chr1.trna3877-ArgTCG:tRNA,3955.0,7232.0,3232.0,6921.0,5470.0,3640.0,8104.0,6255.0,6541.0,3925.0,4719.0,4284.0,1941.0,8335.0,17916.0,4971.0,5320.0,2884.0,4619.0,1486.0,4851.0,5412.0,1085.0,121.0,4313.0,3046.0,6441.0,4709.0,9639.0,4267.0,4805.0,16502.0,428.0,2953.0,6789.0,1308.0,9194.0,3857.0,3288.0
Rattus_norvegicus_chr1.trna4473-ProTGG:tRNA,1596.0,4344.0,2222.0,4543.0,2697.0,658.0,1551.0,3412.0,3092.0,2786.0,955.0,2038.0,810.0,3830.0,3448.0,3274.0,2283.0,1647.0,2330.0,711.0,2379.0,1596.0,294.0,90.0,940.0,904.0,3028.0,1971.0,3996.0,1870.0,2081.0,5040.0,79.0,1461.0,1772.0,930.0,2098.0,995.0,904.0
Rattus_norvegicus_chr1.trna4976-SerGCT:tRNA,4.0,3.0,1.0,6.0,3.0,0.0,0.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,5.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,1.0,3.0,0.0,3.0,3.0,1.0,11.0,3.0,1.0
Rattus_norvegicus_chr1.trna5254-LeuAAG:tRNA,31679.0,67188.0,37709.0,53580.0,37119.0,205853.0,72780.0,62359.0,54317.0,40530.0,103724.0,44838.0,45946.0,51561.0,147694.0,49891.0,86010.0,46313.0,56169.0,20531.0,72060.0,85600.0,24752.0,1699.0,65212.0,39677.0,54664.0,95596.0,138101.0,34651.0,45995.0,84183.0,4452.0,20273.0,34673.0,21027.0,180536.0,21945.0,40232.0
Rattus_norvegicus_chr1.trna6165-AspATC:tRNA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rattus_norvegicus_chr1.trna6224-AsnGTT:tRNA,4174.0,6356.0,4032.0,5836.0,2876.0,3302.0,205.0,2225.0,5563.0,6415.0,6704.0,5387.0,980.0,2309.0,2828.0,2905.0,2564.0,3974.0,2747.0,1194.0,2601.0,1188.0,766.0,23.0,1848.0,3056.0,4083.0,3266.0,4243.0,1855.0,1157.0,3281.0,467.0,1767.0,5010.0,494.0,6973.0,740.0,461.0
Rattus_norvegicus_chr1.trna6234-AlaAGC:tRNA,1185.0,1681.0,1102.0,1527.0,2729.0,90.0,1089.0,2305.0,2011.0,1275.0,428.0,1789.0,323.0,2937.0,4435.0,3030.0,940.0,620.0,2068.0,550.0,2620.0,1382.0,254.0,27.0,555.0,276.0,1219.0,1506.0,3476.0,1355.0,1298.0,3271.0,39.0,930.0,1774.0,325.0,1009.0,1998.0,658.0
Rattus_norvegicus_chr1.trna6855-PheGAA:tRNA,524.0,1017.0,408.0,865.0,607.0,193.0,243.0,496.0,909.0,558.0,520.0,543.0,200.0,692.0,732.0,616.0,576.0,346.0,521.0,192.0,682.0,367.0,71.0,8.0,385.0,350.0,908.0,560.0,1313.0,549.0,248.0,757.0,56.0,433.0,711.0,200.0,566.0,273.0,147.0
Rattus_norvegicus_chr1.trna6856-LysTTT:tRNA,4798.0,8153.0,5048.0,8557.0,8889.0,1670.0,2774.0,4878.0,9020.0,7103.0,8603.0,6731.0,1795.0,5541.0,7583.0,7757.0,4680.0,5440.0,5099.0,1847.0,6169.0,4499.0,655.0,67.0,3653.0,2764.0,8437.0,6750.0,9704.0,6586.0,2167.0,8355.0,259.0,4239.0,12576.0,1150.0,11503.0,4852.0,2608.0
Rattus_norvegicus_chr1.trna6857-PheGAA:tRNA,192.0,410.0,179.0,421.0,288.0,49.0,53.0,213.0,428.0,258.0,206.0,315.0,87.0,292.0,256.0,273.0,285.0,149.0,248.0,80.0,390.0,147.0,17.0,3.0,151.0,102.0,445.0,309.0,570.0,263.0,95.0,288.0,51.0,206.0,394.0,101.0,205.0,145.0,68.0
Rattus_norvegicus_chr1.trna6858-ValTAC:tRNA,42985.0,83956.0,40995.0,95744.0,60616.0,7931.0,22237.0,61434.0,77150.0,60753.0,23996.0,45138.0,20715.0,65378.0,78559.0,59437.0,51064.0,44426.0,56883.0,12719.0,44821.0,39093.0,5067.0,836.0,27665.0,14001.0,80968.0,37009.0,96417.0,47719.0,34043.0,86992.0,1693.0,34922.0,52950.0,6521.0,38708.0,23430.0,18168.0
Rattus_norvegicus_chr1.trna6859-ValTAC:tRNA,42985.0,83956.0,40995.0,95744.0,60616.0,7931.0,22237.0,61434.0,77150.0,60753.0,23996.0,45138.0,20715.0,65378.0,78559.0,59437.0,51064.0,44426.0,56883.0,12719.0,44821.0,39093.0,5067.0,836.0,27665.0,14001.0,80968.0,37009.0,96417.0,47719.0,34043.0,86992.0,1693.0,34922.0,52950.0,6521.0,38708.0,23430.0,18168.0
Rattus_norvegicus_chr1.trna8770-LysCTT:tRNA,2.0,3.0,4.0,5.0,7.0,5.0,3.0,4.0,5.0,5.0,2.0,12.0,1.0,6.0,9.0,8.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,0.0,1.0,1.0,2.0,4.0,6.0,6.0,6.0,9.0,0.0,4.0,8.0,2.0,15.0,10.0,6.0
Rattus_norvegicus_chr1.trna8775-LysCTT:tRNA,9.0,7.0,4.0,8.0,12.0,1.0,2.0,5.0,15.0,7.0,3.0,10.0,2.0,10.0,20.0,7.0,4.0,4.0,5.0,3.0,12.0,7.0,2.0,0.0,3.0,0.0,10.0,7.0,16.0,9.0,5.0,17.0,0.0,4.0,19.0,1.0,33.0,9.0,4.0
Rattus_norvegicus_chr1.trna8839-ArgTCT:tRNA,4.0,6.0,3.0,10.0,3.0,2.0,2.0,5.0,10.0,5.0,6.0,4.0,1.0,6.0,3.0,5.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,0.0,3.0,0.0,5.0,5.0,4.0,10.0,0.0,4.0,0.0,5.0,10.0,1.0,20.0,3.0,1.0
Rattus_norvegicus_chr10.trna10825-LysTTT:tRNA,4798.0,8153.0,5048.0,8557.0,8889.0,1670.0,2774.0,4878.0,9020.0,7103.0,8603.0,6731.0,1795.0,5541.0,7583.0,7757.0,4680.0,5440.0,5099.0,1847.0,6169.0,4499.0,655.0,67.0,3653.0,2764.0,8437.0,6750.0,9704.0,6586.0,2167.0,8355.0,259.0,4239.0,12576.0,1150.0,11503.0,4852.0,2608.0
Rattus_norvegicus_chr10.trna10826-GlnCTG:tRNA,2441.0,5884.0,1866.0,4630.0,6457.0,571.0,4334.0,5601.0,3719.0,2772.0,1426.0,2751.0,1953.0,6627.0,14136.0,6086.0,3260.0,2324.0,3326.0,867.0,2839.0,2550.0,437.0,84.0,2984.0,1114.0,3902.0,3559.0,6671.0,2863.0,2839.0,11616.0,127.0,2326.0,5638.0,787.0,3732.0,3525.0,2351.0
Rattus_norvegicus_chr10.trna10827-ArgTCT:tRNA,12479.0,21831.0,10065.0,15681.0,12411.0,7764.0,1349.0,5599.0,20005.0,15346.0,16678.0,11750.0,4024.0,7514.0,9510.0,9238.0,11498.0,8755.0,8820.0,2747.0,8621.0,3387.0,1608.0,65.0,6900.0,9179.0,14879.0,11066.0,15215.0,9331.0,3179.0,8767.0,1099.0,9678.0,15505.0,1851.0,12188.0,3544.0,1689.0
Rattus_norvegicus_chr10.trna10828-GlyGCC:tRNA,100614.0,173121.0,109704.0,174599.0,196396.0,59712.0,66534.0,110389.0,120866.0,183534.0,120466.0,138967.0,72109.0,129424.0,190126.0,171917.0,132248.0,110496.0,117037.0,45859.0,146081.0,77246.0,30190.0,3230.0,92347.0,56286.0,117717.0,238411.0,196796.0,103581.0,79623.0,165233.0,6196.0,112817.0,135696.0,50171.0,242718.0,69311.0,67747.0
Rattus_norvegicus_chr10.trna10834-TrpCCA:tRNA,420.0,1004.0,415.0,900.0,1349.0,804.0,409.0,903.0,922.0,499.0,1024.0,1163.0,159.0,913.0,1718.0,1080.0,503.0,340.0,816.0,228.0,1149.0,715.0,695.0,6.0,266.0,505.0,647.0,712.0,1450.0,724.0,516.0,1943.0,68.0,378.0,1546.0,156.0,4757.0,1187.0,420.0
Rattus_norvegicus_chr10.trna10835-SerGCT:tRNA,349340.0,670802.0,445234.0,524321.0,266081.0,144021.0,18292.0,163176.0,392472.0,428045.0,236874.0,297595.0,107112.0,141447.0,185279.0,212397.0,524341.0,342255.0,318623.0,113261.0,348320.0,52061.0,30247.0,2450.0,201314.0,121721.0,406253.0,564187.0,403576.0,220725.0,95955.0,172470.0,12855.0,178924.0,167451.0,55271.0,159551.0,48998.0,37381.0
Rattus_norvegicus_chr10.trna10836-ThrAGT:tRNA,38.0,86.0,27.0,79.0,130.0,33.0,740.0,331.0,86.0,45.0,70.0,159.0,14.0,292.0,480.0,273.0,50.0,33.0,118.0,50.0,238.0,340.0,78.0,4.0,40.0,37.0,73.0,61.0,284.0,72.0,369.0,541.0,1.0,38.0,112.0,17.0,641.0,222.0,173.0
Rattus_norvegicus_chr10.trna10837-IleAAT:tRNA,9604.0,21009.0,10839.0,17479.0,12093.0,11383.0,1059.0,6989.0,14535.0,13815.0,18036.0,11742.0,4359.0,6867.0,10350.0,8362.0,16619.0,11067.0,11365.0,3242.0,8843.0,3525.0,1473.0,69.0,8931.0,7484.0,13906.0,12484.0,14011.0,10299.0,3163.0,7377.0,1113.0,10632.0,13828.0,1902.0,14185.0,2716.0,1597.0
Rattus_norvegicus_chr10.trna10838-GlyTCC:tRNA,57877.0,102968.0,62244.0,118606.0,60661.0,21979.0,16521.0,70263.0,92237.0,75650.0,56592.0,59224.0,21125.0,67157.0,65847.0,72193.0,64422.0,52914.0,83891.0,24919.0,78466.0,34188.0,7002.0,1130.0,30445.0,35153.0,83145.0,63622.0,156384.0,59484.0,37267.0,68510.0,2536.0,32414.0,48099.0,22173.0,49130.0,13562.0,14833.0
Rattus_norvegicus_chr10.trna10906-ThrTGT:tRNA,124.0,269.0,92.0,181.0,175.0,15.0,60.0,103.0,212.0,97.0,59.0,81.0,28.0,138.0,271.0,130.0,70.0,56.0,85.0,24.0,126.0,94.0,9.0,0.0,34.0,32.0,161.0,105.0,170.0,121.0,87.0,227.0,1.0,107.0,194.0,25.0,185.0,83.0,44.0
Rattus_norvegicus_chr10.trna11017-TrpCCA:tRNA,1001.0,1733.0,821.0,1573.0,2240.0,600.0,290.0,1033.0,1813.0,1520.0,1569.0,1689.0,354.0,1340.0,1823.0,1840.0,769.0,871.0,834.0,380.0,1193.0,770.0,400.0,9.0,645.0,888.0,1286.0,1082.0,1834.0,961.0,500.0,2568.0,111.0,1015.0,3060.0,261.0,4825.0,1489.0,579.0
Rattus_norvegicus_chr10.trna11179-TrpCCA:tRNA,3985.0,7019.0,3731.0,7229.0,4930.0,2944.0,1313.0,4558.0,6768.0,5277.0,6405.0,5338.0,1545.0,5344.0,6247.0,5001.0,4727.0,3207.0,4323.0,1618.0,4901.0,3659.0,883.0,84.0,3051.0,2986.0,6292.0,4566.0,9272.0,3692.0,2805.0,8064.0,379.0,3127.0,6341.0,1334.0,9801.0,2569.0,1521.0
Rattus_norvegicus_chr10.trna11369-LeuCAA:tRNA,30819.0,22751.0,24992.0,41399.0,13217.0,10499.0,1175.0,7810.0,34574.0,29219.0,35320.0,23545.0,6924.0,9151.0,9978.0,12967.0,21825.0,16897.0,15355.0,5117.0,15725.0,6672.0,2690.0,177.0,8710.0,10096.0,27818.0,19793.0,18128.0,21085.0,5367.0,10447.0,1537.0,9684.0,11545.0,2739.0,16642.0,3491.0,2293.0
Rattus_norvegicus_chr10.trna11370-GluCTC:tRNA,2162.0,2432.0,1880.0,3964.0,8947.0,5918.0,6500.0,7063.0,3838.0,2386.0,7568.0,5797.0,2140.0,8281.0,10832.0,11427.0,2855.0,2409.0,6951.0,3380.0,10770.0,8515.0,3408.0,512.0,3169.0,4029.0,3054.0,6740.0,9743.0,4021.0,7052.0,8851.0,408.0,1959.0,7036.0,6588.0,23898.0,8644.0,7315.0
Rattus_norvegicus_chr10.trna12023-LeuAAG:tRNA,31679.0,67188.0,37709.0,53580.0,37119.0,205853.0,72780.0,62359.0,54317.0,40530.0,103724.0,44838.0,45946.0,51561.0,147694.0,49891.0,86010.0,46313.0,56169.0,20531.0,72060.0,85600.0,24752.0,1699.0,65212.0,39677.0,54664.0,95596.0,138101.0,34651.0,45995.0,84183.0,4452.0,20273.0,34673.0,21027.0,180536.0,21945.0,40232.0
Rattus_norvegicus_chr10.trna12027-AlaTGC:tRNA,818.0,1264.0,790.0,1003.0,1047.0,328.0,512.0,718.0,1315.0,863.0,679.0,831.0,280.0,904.0,1278.0,875.0,932.0,474.0,922.0,254.0,1105.0,711.0,134.0,13.0,620.0,305.0,1057.0,884.0,1495.0,762.0,585.0,1291.0,45.0,540.0,849.0,189.0,1236.0,452.0,301.0
Rattus_norvegicus_chr10.trna12028-LysCTT:tRNA,1153.0,1340.0,1064.0,2327.0,3905.0,2965.0,8388.0,5886.0,2249.0,1398.0,4123.0,3070.0,1566.0,5463.0,16467.0,3745.0,2184.0,1458.0,3843.0,1406.0,4348.0,9076.0,1443.0,219.0,3073.0,1642.0,1970.0,4418.0,7859.0,2913.0,5356.0,8677.0,106.0,952.0,3741.0,1838.0,16049.0,3135.0,3620.0
Rattus_norvegicus_chr10.trna12841-ArgCCG:tRNA,617.0,1467.0,577.0,1185.0,605.0,311.0,92.0,460.0,912.0,659.0,686.0,597.0,224.0,546.0,782.0,581.0,644.0,471.0,603.0,205.0,555.0,288.0,61.0,5.0,434.0,328.0,768.0,719.0,1174.0,520.0,312.0,682.0,24.0,353.0,739.0,143.0,558.0,150.0,106.0
Rattus_norvegicus_chr10.trna12842-ArgCCT:tRNA,1176.0,4208.0,961.0,3322.0,1511.0,886.0,1229.0,1526.0,2571.0,1240.0,1325.0,1355.0,589.0,2504.0,2592.0,1608.0,2250.0,1178.0,1404.0,545.0,2309.0,898.0,190.0,19.0,1154.0,843.0,3218.0,1673.0,5582.0,1708.0,739.0,2456.0,57.0,870.0,1610.0,506.0,1517.0,672.0,512.0
Rattus_norvegicus_chr10.trna12843-ProTGG:tRNA,3707.0,10334.0,3803.0,8296.0,5875.0,3926.0,2193.0,5598.0,8038.0,4919.0,5585.0,4794.0,1870.0,7154.0,7102.0,6492.0,6292.0,2941.0,4559.0,1450.0,6099.0,3050.0,886.0,120.0,3139.0,3494.0,7521.0,4941.0,9413.0,4998.0,3539.0,9399.0,473.0,4200.0,5780.0,2027.0,7753.0,2784.0,1941.0
Rattus_norvegicus_chr10.trna12844-LysCTT:tRNA,1153.0,1340.0,1064.0,2327.0,3905.0,2965.0,8388.0,5886.0,2249.0,1398.0,4123.0,3070.0,1566.0,5463.0,16467.0,3745.0,2184.0,1458.0,3843.0,1406.0,4348.0,9076.0,1443.0,219.0,3073.0,1642.0,1970.0,4418.0,7859.0,2913.0,5356.0,8677.0,106.0,952.0,3741.0,1838.0,16049.0,3135.0,3620.0
Rattus_norvegicus_chr10.trna12846-ProTGG:tRNA,3707.0,10334.0,3803.0,8296.0,5875.0,3926.0,2193.0,5598.0,8038.0,4919.0,5585.0,4794.0,1870.0,7154.0,7102.0,6492.0,6292.0,2941.0,4559.0,1450.0,6099.0,3050.0,886.0,120.0,3139.0,3494.0,7521.0,4941.0,9413.0,4998.0,3539.0,9399.0,473.0,4200.0,5780.0,2027.0,7753.0,2784.0,1941.0
Rattus_norvegicus_chr10.trna12847-ProAGG:tRNA,1629.0,4452.0,2177.0,4396.0,3030.0,615.0,1724.0,3563.0,3103.0,2710.0,1055.0,2355.0,810.0,4393.0,4611.0,3722.0,2180.0,1571.0,2311.0,757.0,2368.0,1817.0,420.0,80.0,1009.0,949.0,2941.0,1999.0,3996.0,2059.0,2500.0,6263.0,103.0,1531.0,2067.0,943.0,3013.0,1601.0,1171.0
Rattus_norvegicus_chr10.trna12848-LysCTT:tRNA,1153.0,1340.0,1064.0,2327.0,3905.0,2965.0,8388.0,5886.0,2249.0,1398.0,4123.0,3070.0,1566.0,5463.0,16467.0,3745.0,2184.0,1458.0,3843.0,1406.0,4348.0,9076.0,1443.0,219.0,3073.0,1642.0,1970.0,4418.0,7859.0,2913.0,5356.0,8677.0,106.0,952.0,3741.0,1838.0,16049.0,3135.0,3620.0
Rattus_norvegicus_chr10.trna12849-LysCTT:tRNA,1153.0,1340.0,1064.0,2327.0,3905.0,2965.0,8388.0,5886.0,2249.0,1398.0,4123.0,3070.0,1566.0,5463.0,16467.0,3745.0,2184.0,1458.0,3843.0,1406.0,4348.0,9076.0,1443.0,219.0,3073.0,1642.0,1970.0,4418.0,7859.0,2913.0,5356.0,8677.0,106.0,952.0,3741.0,1838.0,16049.0,3135.0,3620.0
Rattus_norvegicus_chr10.trna12850-ProAGG:tRNA,1629.0,4452.0,2177.0,4396.0,3030.0,615.0,1724.0,3563.0,3103.0,2710.0,1055.0,2355.0,810.0,4393.0,4611.0,3722.0,2180.0,1571.0,2311.0,757.0,2368.0,1817.0,420.0,80.0,1009.0,949.0,2941.0,1999.0,3996.0,2059.0,2500.0,6263.0,103.0,1531.0,2067.0,943.0,3013.0,1601.0,1171.0
Rattus_norvegicus_chr10.trna12851-ArgCCT:tRNA,509.0,1106.0,464.0,933.0,652.0,437.0,670.0,516.0,1046.0,525.0,644.0,555.0,204.0,658.0,947.0,658.0,697.0,401.0,532.0,167.0,659.0,441.0,121.0,7.0,423.0,391.0,942.0,585.0,1172.0,598.0,354.0,929.0,40.0,376.0,681.0,135.0,968.0,352.0,226.0
Rattus_norvegicus_chr10.trna1307-ValCAC:tRNA,33964.0,63008.0,26793.0,57348.0,50353.0,50755.0,41211.0,58635.0,67236.0,44797.0,76843.0,40130.0,17422.0,65583.0,98246.0,56826.0,38658.0,25756.0,48487.0,12588.0,56600.0,41466.0,11704.0,1211.0,26153.0,38343.0,57070.0,44211.0,95649.0,40246.0,36084.0,85782.0,5272.0,33017.0,58679.0,13907.0,93047.0,33624.0,21863.0
Rattus_norvegicus_chr10.trna1308-ValAAC:tRNA,12010.0,20782.0,10244.0,26136.0,29011.0,7977.0,28392.0,32430.0,22217.0,16305.0,16576.0,19191.0,7209.0,35727.0,58055.0,28216.0,11320.0,12747.0,27371.0,6014.0,27186.0,25113.0,5190.0,658.0,11685.0,7146.0,19808.0,15269.0,40308.0,18523.0,22476.0,54776.0,963.0,9482.0,27832.0,3156.0,41092.0,24061.0,12713.0
Rattus_norvegicus_chr10.trna1312-ThrTGT:tRNA,15616.0,20396.0,12429.0,25766.0,32852.0,4047.0,13545.0,17658.0,26376.0,18227.0,20905.0,18361.0,8422.0,20598.0,38838.0,24033.0,13568.0,13417.0,11200.0,4487.0,15039.0,14052.0,2255.0,227.0,14050.0,7757.0,22314.0,27016.0,26664.0,19659.0,9741.0,31089.0,854.0,23145.0,40114.0,4141.0,33346.0,15155.0,13199.0
Rattus_norvegicus_chr10.trna1313-ProTGG:tRNA,3707.0,10334.0,3803.0,8296.0,5875.0,3926.0,2193.0,5598.0,8038.0,4919.0,5585.0,4794.0,1870.0,7154.0,7102.0,6492.0,6292.0,2941.0,4559.0,1450.0,6099.0,3050.0,886.0,120.0,3139.0,3494.0,7521.0,4941.0,9413.0,4998.0,3539.0,9399.0,473.0,4200.0,5780.0,2027.0,7753.0,2784.0,1941.0
Rattus_norvegicus_chr10.trna1314-ValAAC:tRNA,12010.0,20782.0,10244.0,26136.0,29011.0,7977.0,28392.0,32430.0,22217.0,16305.0,16576.0,19191.0,7209.0,35727.0,58055.0,28216.0,11320.0,12747.0,27371.0,6014.0,27186.0,25113.0,5190.0,658.0,11685.0,7146.0,19808.0,15269.0,40308.0,18523.0,22476.0,54776.0,963.0,9482.0,27832.0,3156.0,41092.0,24061.0,12713.0
Rattus_norvegicus_chr10.trna1419-ArgCCT:tRNA,509.0,1106.0,464.0,933.0,652.0,437.0,670.0,516.0,1046.0,525.0,644.0,555.0,204.0,658.0,947.0,658.0,697.0,401.0,532.0,167.0,659.0,441.0,121.0,7.0,423.0,391.0,942.0,585.0,1172.0,598.0,354.0,929.0,40.0,376.0,681.0,135.0,968.0,352.0,226.0
Rattus_norvegicus_chr10.trna2454-IleAAT:tRNA,9604.0,21009.0,10839.0,17479.0,12093.0,11383.0,1059.0,6989.0,14535.0,13815.0,18036.0,11742.0,4359.0,6867.0,10350.0,8362.0,16619.0,11067.0,11365.0,3242.0,8843.0,3525.0,1473.0,69.0,8931.0,7484.0,13906.0,12484.0,14011.0,10299.0,3163.0,7377.0,1113.0,10632.0,13828.0,1902.0,14185.0,2716.0,1597.0
Rattus_norvegicus_chr10.trna2455-SerAGA:tRNA,33624.0,97272.0,48042.0,62187.0,34007.0,18912.0,2853.0,22431.0,54544.0,58952.0,44538.0,41215.0,9703.0,20208.0,30851.0,26020.0,56386.0,37380.0,43317.0,15132.0,48839.0,12708.0,4415.0,338.0,19940.0,17882.0,51375.0,56974.0,59287.0,27817.0,13410.0,24407.0,1661.0,27122.0,29439.0,7839.0,35383.0,6565.0,3922.0
